,Otu19;Clostridiales(o),Otu37;Clostridiales(o),Otu28;Firmicutes(p),Otu44;Clostridiales(o),Otu25;Clostridiales(o),Otu18;Clostridiales(o),Otu23;Lactobacillus(g),Otu12;Lactobacillus(g),Otu30;Clostridiales(o),Otu24;Clostridiales(o),Otu5;Porphyromonadaceae(f),Otu29;Oscillibacter(g),Otu26;Ruminococcaceae(f),Otu2;Bacteroides(g),Otu3;Alistipes(g),Otu35;Clostridiales(o),Otu7;Porphyromonadaceae(f),Otu8;Porphyromonadaceae(f),Otu1;Porphyromonadaceae(f),Otu22;Blautia(g),Otu4;Porphyromonadaceae(f),Otu14;Porphyromonadaceae(f),Otu16;Bacteroidetes(p),Otu21;Clostridiales(o),Otu6;Porphyromonadaceae(f),Otu9;Lactobacillus(g),Otu17;Clostridiales(o),Otu11;Bacteroidales(o),Otu15;Barnesiella(g),Otu13;Porphyromonadaceae(f),Otu10;Bacteroidales(o),Otu27;Bacteroidales(o),Otu20;Turicibacter(g)
Otu176591,-0.566892408,0.119422016,-0.196260869,0.09984845,0.009203677,-0.133569451,-0.429518107,-0.484873236,0.171849333,0.038059574,-0.34130385,0.135184146,0.0766842,-0.335338457,0.003598417,-0.029588536,0.030158621,0.043857979,-0.060310693,0.007227816,-0.239407798,-0.210396111,0.180894572,0.460253992,0.413706573,-0.296706629,0.327376265,0.411085654,0.326815133,0.473169024,0.46473582,0.495715873,0.441628564
Otu176613,-0.557384177,0.110096575,-0.185554389,0.095025544,0.009200822,-0.139274284,-0.390475841,-0.471084212,0.16941562,0.042391806,-0.361017536,0.112797466,0.062175922,-0.328416611,0.020365366,-0.009259878,0.017845813,0.04869018,-0.041055419,0.032587629,-0.213569427,-0.228554885,0.1752943,0.472241575,0.410822035,-0.267968375,0.298225808,0.385770205,0.317545704,0.463882718,0.456844613,0.486924174,0.441012356
Otu176637,-0.501579028,0.097087877,-0.20077055,0.053653955,0.049209034,-0.189151169,-0.296961482,-0.41161163,0.115739935,0.001917844,-0.340644107,0.034570394,-0.000929096,-0.186651935,-0.072602269,-0.024737849,0.115692787,0.131159435,0.12398041,-0.017357292,-0.176156522,-0.229395321,0.215579269,0.381852131,0.348182633,-0.15793481,0.095841412,0.408680047,0.277170556,0.4062448,0.449354121,0.420309788,0.373773138
Otu176640,-0.507219692,0.092233567,-0.233517659,0.127663508,0.033500709,-0.208006933,-0.443291878,-0.423543884,0.111203323,-0.057112241,-0.245976455,0.118129954,0.07165207,-0.280744002,-0.02274846,-0.072612114,0.143837901,0.145778483,0.010940476,-0.056799519,-0.211287653,-0.155107242,0.226220799,0.407544895,0.363366595,-0.307447544,0.189393305,0.479908046,0.288412441,0.382220193,0.431826806,0.471801043,0.345709713
Otu176644,-0.544633823,0.140201146,-0.212072903,0.144314356,0.020782312,-0.172219052,-0.451977939,-0.440048203,0.155399235,0.022110334,-0.319937447,0.148060334,0.093557054,-0.334519519,0.040267814,-0.047171686,0.051101546,0.056265308,-0.076165243,0.019239776,-0.246478542,-0.179227875,0.181134352,0.479569474,0.385012533,-0.330317557,0.330583999,0.438307047,0.286394779,0.43589731,0.427813647,0.484845163,0.381839165
Otu176655,-0.557109816,0.121333497,-0.216068775,0.127788925,0.015760887,-0.177617222,-0.454571956,-0.445794019,0.149825416,0.033764698,-0.342224246,0.143968506,0.080117117,-0.329355211,0.025936185,-0.069378664,0.057630704,0.068917023,-0.06667723,-0.00835755,-0.236613597,-0.187643692,0.177418776,0.432526683,0.389132487,-0.318443105,0.310730858,0.438945471,0.307139614,0.462359292,0.450823428,0.498631402,0.400949095
Otu176656,-0.533616757,0.121747429,-0.268235922,0.119112475,0.063569953,-0.186945016,-0.445520532,-0.429540853,0.146263761,-0.076222466,-0.269373569,0.128799005,0.087437582,-0.280224626,-0.025067399,-0.014602357,0.129372416,0.137958673,0.007631505,-0.032880872,-0.207931112,-0.183418141,0.233341064,0.436442548,0.361707911,-0.304034505,0.190893956,0.457488143,0.269583523,0.381923471,0.428246436,0.473356907,0.35035048
Otu176670,-0.557224314,0.132687229,-0.212633669,0.100317417,0.041333701,-0.120620926,-0.416765296,-0.490963229,0.169368066,0.006052068,-0.341567396,0.122874735,0.075358872,-0.31453934,0.009922204,0.006996141,0.024086087,0.039349213,-0.047905796,0.032618671,-0.227016824,-0.228714167,0.185204008,0.480309891,0.396398219,-0.270300587,0.302098272,0.382921138,0.288840893,0.451144351,0.459136278,0.469357472,0.430256344
Otu176672,-0.542900781,0.131700275,-0.201374877,0.151725011,0.008243519,-0.169264014,-0.458860419,-0.443689373,0.144865727,0.014261308,-0.312082904,0.131145707,0.073588113,-0.329597537,0.045201152,-0.054866001,0.036303246,0.048606144,-0.085626896,0.018137606,-0.249910009,-0.188462099,0.178585432,0.470529563,0.39384493,-0.340985452,0.347294766,0.438465742,0.2916263,0.435359521,0.441464914,0.49309148,0.396168923
Otu176675,-0.568197066,0.14551439,-0.234895942,0.063684449,0.023006815,-0.1705282,-0.422192545,-0.425010837,0.166681331,0.046115377,-0.364282556,0.16586735,0.085381995,-0.301223519,-0.045584659,-0.002527538,0.075189503,0.084654866,0.018178261,0.000145213,-0.20712782,-0.17986631,0.186800349,0.469500705,0.371472631,-0.265281442,0.275538628,0.420712518,0.294553143,0.456285964,0.421102424,0.447948765,0.397615593
Otu176682,-0.561277498,0.080412694,-0.225948228,0.067414931,-0.003831732,-0.205672019,-0.431531254,-0.449956621,0.105418855,-0.017947592,-0.317819592,0.100883107,0.075247425,-0.267321346,-0.045436069,-0.051588853,0.129724683,0.123423735,0.011955429,-0.056186534,-0.192645475,-0.172163,0.214071956,0.40235342,0.404054138,-0.263340466,0.228974738,0.479559031,0.332180379,0.449054022,0.475502356,0.492889369,0.411051505
Otu176693,-0.549518383,0.102842884,-0.190659251,0.07765345,-0.002061391,-0.164748236,-0.401270812,-0.493233119,0.115456733,0.002307549,-0.330041229,0.077621303,0.047822369,-0.260173887,-0.03615829,-0.052527636,0.081535676,0.082810598,0.003424765,-0.03645838,-0.230294687,-0.212282942,0.233333672,0.417610465,0.411675043,-0.237852292,0.243414913,0.454365467,0.331429608,0.452185082,0.486765204,0.492079246,0.425868956
Otu176695,-0.535965858,0.087490551,-0.193907906,0.107113676,-0.006327772,-0.19657496,-0.415586161,-0.453237009,0.110841151,0.014291269,-0.327057311,0.078878963,0.042527253,-0.287933623,0.007311098,-0.084650401,0.083198567,0.088622785,-0.014566148,-0.009547636,-0.219908041,-0.180423293,0.206133803,0.428099771,0.408468316,-0.270716206,0.268463671,0.454455856,0.313387291,0.444093407,0.471874749,0.495214743,0.395210402
Otu176703,-0.563396421,0.11294465,-0.19880194,0.088203401,0.005224604,-0.151206818,-0.404696088,-0.466745931,0.156124993,0.035801964,-0.362944004,0.113062144,0.061539235,-0.326453914,0.008703418,-0.005573516,0.036737398,0.063403661,-0.027796687,0.03018004,-0.2078892,-0.217534351,0.182237414,0.478901994,0.41248856,-0.268006372,0.294352017,0.404064309,0.316801195,0.463171721,0.454015201,0.486793851,0.438450086
Otu176735,-0.520653171,0.128276601,-0.264821524,0.131106807,0.062900616,-0.192920726,-0.445802599,-0.414339649,0.143103352,-0.06609417,-0.258167484,0.140613931,0.097059554,-0.291550957,-0.03158007,-0.021985661,0.13523521,0.141096023,0.004064163,-0.040763287,-0.214611036,-0.175193983,0.234139474,0.436893511,0.356117506,-0.31794782,0.198104216,0.466135734,0.276144916,0.379302571,0.408865945,0.469517785,0.342950845
Otu176750,-0.51578998,0.10620501,-0.213462198,0.065350002,0.02526479,-0.199918603,-0.343966374,-0.42026252,0.107494521,0.011450328,-0.315509002,0.098572021,0.073273864,-0.208764883,-0.098571616,-0.015596169,0.120399402,0.120976775,0.110283979,-0.045292541,-0.18154706,-0.215174446,0.184651299,0.400570405,0.329005201,-0.184323603,0.132673157,0.46128711,0.316406979,0.408709697,0.445415379,0.432765324,0.3769942
Otu176752,-0.513872068,0.104353078,-0.229888218,0.075363483,0.015807572,-0.177002326,-0.406653716,-0.46218387,0.114187638,-0.032782686,-0.302079821,0.108365871,0.062712353,-0.254989697,-0.042055478,-0.055681248,0.103944244,0.113934673,0.035583531,-0.037157154,-0.214134422,-0.230066846,0.235243977,0.418803339,0.363164678,-0.249850396,0.208369602,0.436211629,0.300860572,0.420263283,0.465532361,0.475283649,0.376748707
Otu176760,-0.537221375,0.175480043,-0.222843275,0.11019235,0.058315919,-0.105177944,-0.400999504,-0.470432895,0.211197297,0.111542711,-0.372263927,0.189839142,0.064071415,-0.348988775,-0.020493487,-0.048969783,0.018930621,0.022588379,0.006299845,0.04506307,-0.2727149,-0.20348619,0.164680383,0.469674444,0.349694966,-0.263700703,0.296853443,0.397989365,0.292563994,0.481720372,0.444252711,0.441493438,0.368446303
Otu176761,-0.505502998,0.088453964,-0.106060903,0.157195004,-0.014020657,-0.149160105,-0.393472308,-0.437912504,0.155181432,0.062202338,-0.297039862,0.123520858,0.053677657,-0.326426261,0.056693537,-0.09899718,-0.025944937,-0.014800401,-0.082556297,0.020286357,-0.239276184,-0.183481876,0.161091034,0.455988933,0.398250847,-0.307517536,0.335432516,0.396933482,0.305282125,0.43567671,0.454347637,0.474273306,0.39709217
Otu176766,-0.56808834,0.120094336,-0.174194802,0.080435766,0.002294302,-0.150129754,-0.390883085,-0.463406308,0.170154555,0.054197587,-0.364772772,0.130343822,0.092912266,-0.319524159,-0.022177088,0.015597137,0.045845783,0.059229169,-0.00923203,0.008913893,-0.209398826,-0.226540989,0.190849171,0.473710595,0.406274369,-0.255116618,0.291770536,0.410474622,0.335963793,0.470107755,0.459378555,0.484272118,0.44498867
Otu176780,-0.520215545,0.10123576,-0.176513022,0.119392985,0.041758208,-0.119134432,-0.356784362,-0.484005456,0.162384008,0.017144985,-0.306615177,0.110066253,0.071412936,-0.270729925,-0.056540503,-0.019748726,0.025257832,0.043372616,-0.00098698,-0.01483575,-0.21509785,-0.234794458,0.230211609,0.458249235,0.397876681,-0.209770737,0.232915657,0.383610107,0.306440806,0.440686789,0.430509354,0.463712622,0.408987053
Otu176782,-0.515289395,0.116627393,-0.183470791,0.105129216,0.05995083,-0.111121958,-0.367634305,-0.505306175,0.135513867,-0.022474732,-0.283463732,0.071375819,0.061378394,-0.244400279,-0.077070994,0.00017421,0.035090963,0.025512092,0.025858274,0.000899793,-0.214144807,-0.243386026,0.222228111,0.450617445,0.386489108,-0.205205391,0.206050275,0.407344871,0.297658716,0.411149455,0.471788451,0.447393703,0.415536504
Otu176807,-0.539012039,0.165750181,-0.219808962,0.164330037,0.034976903,-0.150021552,-0.44830716,-0.450973435,0.172880842,0.037480876,-0.319657168,0.179755811,0.11048377,-0.334849047,0.029186367,-0.042325201,0.040075766,0.052349543,-0.075935475,0.026843657,-0.265317209,-0.192554054,0.189297075,0.486723697,0.364308011,-0.327359096,0.343732768,0.43463508,0.280136496,0.437854917,0.418454418,0.476221719,0.370049212
Otu176810,-0.514430717,0.097897777,-0.243822754,0.120085851,0.052749287,-0.209842139,-0.443659426,-0.408551269,0.122211307,-0.077160851,-0.247551419,0.115085945,0.077344829,-0.270625301,-0.042770753,-0.051187176,0.148283018,0.149933308,0.021185134,-0.059065205,-0.197103456,-0.158130701,0.243357491,0.407586565,0.366453899,-0.306952324,0.181631653,0.469735275,0.279425451,0.375092951,0.431027601,0.468877559,0.346798942
Otu176812,-0.507150179,0.152463493,-0.238346563,0.08490297,0.135002718,-0.141608244,-0.351240019,-0.437146551,0.166856756,-0.053653012,-0.285653511,0.083907009,0.054975473,-0.229512332,-0.085101003,0.016466952,0.114008627,0.091535381,0.073762277,-0.015329307,-0.223951406,-0.194786202,0.232796298,0.4307537,0.342986128,-0.20810754,0.126651905,0.405442756,0.245889937,0.375400932,0.429348169,0.40062722,0.358642808
Otu176815,-0.52632563,0.139994982,-0.262638939,0.117326259,0.060152186,-0.164761929,-0.45309397,-0.420915779,0.165184159,-0.077760159,-0.246071161,0.155808665,0.084109598,-0.289835461,-0.020659957,-0.006503646,0.121406902,0.127063109,-0.021330237,-0.033233248,-0.243941645,-0.178158268,0.237318555,0.451416199,0.349709846,-0.339613144,0.221491333,0.44465796,0.253018019,0.366967146,0.399161973,0.463874027,0.360040574
Otu176816,-0.535726547,0.098519687,-0.220570569,0.107230744,0.020962968,-0.196833075,-0.382028508,-0.444829265,0.109565335,0.031407615,-0.33797619,0.118757892,0.084613666,-0.253710062,-0.065992378,-0.053865002,0.095413345,0.118457952,0.05137307,-0.024122495,-0.182471031,-0.182215421,0.200877605,0.413791485,0.366818635,-0.208104942,0.217138097,0.464016954,0.32688332,0.443114498,0.456594183,0.459858456,0.387230983
Otu176817,-0.547198449,0.138746582,-0.229615805,0.096237162,0.039859533,-0.171002911,-0.42110497,-0.45565831,0.151450268,-0.030384894,-0.302088776,0.152702941,0.127601547,-0.278024985,-0.020195688,0.010220015,0.077029385,0.0868371,-0.012449894,-0.012074263,-0.217794676,-0.224250697,0.186481169,0.485754249,0.346546758,-0.269273615,0.227974006,0.433715659,0.288711581,0.394362717,0.422814511,0.472833841,0.397728296
Otu176819,-0.509991148,0.080618404,-0.217145725,0.120862657,0.026648784,-0.204198071,-0.428773415,-0.4135759,0.12551359,-0.061964559,-0.2483487,0.107387536,0.06058883,-0.284826629,-0.007834048,-0.06038725,0.129728707,0.133526975,0.001770155,-0.051399503,-0.209510992,-0.171152513,0.226968601,0.416703978,0.373511397,-0.311386751,0.181094794,0.463408168,0.286894592,0.378784102,0.430565562,0.48531256,0.356423446
Otu176822,-0.517121498,0.118873563,-0.164920172,0.172438616,0.010769156,-0.173971188,-0.438150709,-0.431891559,0.143999257,0.054050837,-0.301935209,0.133123261,0.07533218,-0.337586821,0.031508327,-0.096613606,0.022200516,0.028352045,-0.070540644,0.016803199,-0.242228429,-0.169835912,0.168953097,0.458151488,0.390926575,-0.328734897,0.340823669,0.436157656,0.302835349,0.437781447,0.439186191,0.480948535,0.37659082
Otu176823,-0.548621285,0.135797442,-0.214069534,0.12471811,0.00121915,-0.173042413,-0.45227129,-0.451393718,0.142721844,0.031100204,-0.335947903,0.138898611,0.07309689,-0.326213032,0.026227926,-0.060151259,0.055544819,0.065032686,-0.060964991,0.004150013,-0.253718901,-0.193807966,0.191276968,0.45861585,0.388924501,-0.320541017,0.328823453,0.446198947,0.303618769,0.452144926,0.445163882,0.495957271,0.396600577
Otu176825,-0.549656626,0.134831123,-0.19229771,0.139057585,0.016805808,-0.160784218,-0.432404903,-0.459346018,0.154992811,0.030978436,-0.334447082,0.129400437,0.079304335,-0.320651321,0.043865226,-0.047839347,0.036737398,0.045470726,-0.074685461,0.021358182,-0.247290949,-0.193215543,0.183688811,0.47463593,0.396385926,-0.304193763,0.325270365,0.42748286,0.29103698,0.448025718,0.442408754,0.485746794,0.396216542
Otu176844,-0.539286969,0.110245125,-0.187339328,0.145882675,0.002147893,-0.186904397,-0.445021258,-0.432125943,0.1435839,0.044190709,-0.328672247,0.135726809,0.080958928,-0.345312343,0.036554355,-0.078319513,0.04567509,0.060124661,-0.069143533,0.005281507,-0.227938249,-0.172727383,0.178405726,0.452086733,0.402130649,-0.326280243,0.334846586,0.437030199,0.314015874,0.454351061,0.44438185,0.495984677,0.392801915
Otu176848,-0.551261576,0.079740061,-0.169669418,0.079551073,-0.020086321,-0.171818067,-0.404973945,-0.459563405,0.135256397,0.032087944,-0.341161114,0.103401672,0.033586369,-0.308823608,-0.012823433,-0.069525964,0.05113215,0.078495296,-0.009720437,-0.016860719,-0.216252095,-0.188926434,0.204827505,0.443945644,0.424223274,-0.264214742,0.28379194,0.426770614,0.339964715,0.461764291,0.471874749,0.498123323,0.439661837
Otu176884,-0.543845893,0.13109419,-0.254727761,0.069983973,0.038992233,-0.176302385,-0.392955846,-0.451694949,0.132937858,-0.014414689,-0.317211131,0.14159937,0.105778318,-0.233416461,-0.081254584,-0.006765583,0.113029521,0.120137772,0.040487689,-0.035123121,-0.206525141,-0.199771804,0.224158281,0.450006773,0.34895881,-0.216828643,0.199287746,0.445134763,0.290073462,0.414657783,0.415133427,0.449894375,0.385421292
Otu176893,-0.536807527,0.129224875,-0.184971068,0.124154707,0.024525851,-0.124937652,-0.400321009,-0.473666847,0.167267444,0.02339788,-0.32428028,0.114741749,0.058373379,-0.322033956,0.03939625,-0.033091726,-0.000232141,0.020921108,-0.077091342,0.047909328,-0.248501853,-0.225711008,0.169488892,0.492410437,0.39756316,-0.293111747,0.317903165,0.3876564,0.290041517,0.438175932,0.439435482,0.480729284,0.424958116
Otu176897,-0.511075807,0.120430776,-0.254391048,0.09574631,0.064421739,-0.186016067,-0.392046945,-0.415762287,0.129154849,-0.067334296,-0.266483772,0.087195185,0.041606073,-0.244893607,-0.060705014,-0.014198132,0.147910296,0.15225988,0.069303656,-0.026500347,-0.203145907,-0.189019654,0.240171274,0.426757129,0.35677257,-0.262126059,0.13135121,0.462058073,0.268116299,0.371070582,0.42079606,0.447946436,0.346989459
Otu176911,-0.55036954,0.089780982,-0.178297573,0.10124368,-0.003947478,-0.156895213,-0.400392379,-0.474029768,0.151044689,0.054317122,-0.356472707,0.111698202,0.060697425,-0.336811544,0.024717707,-0.04914564,0.029598851,0.059080024,-0.036878485,0.020951913,-0.207744127,-0.207783612,0.16537218,0.457020277,0.415709087,-0.267768883,0.301592574,0.401336498,0.33229454,0.474139516,0.468233099,0.491767367,0.431980267
Otu176920,-0.522095975,0.100855968,-0.140956568,0.150117181,0.00760588,-0.136571675,-0.43477157,-0.493491171,0.13689913,-0.015371763,-0.260285174,0.095635921,0.074439185,-0.308165509,0.019092457,-0.051214622,0.007749136,-0.006442927,-0.073623311,0.002670187,-0.251159819,-0.209441215,0.192572197,0.475406156,0.410056968,-0.304300326,0.31317348,0.431641516,0.308928348,0.41182042,0.482090518,0.494607136,0.415390891
Otu176936,-0.535256929,0.105027046,-0.177366415,0.124927257,-0.016317941,-0.201077903,-0.405335508,-0.439850052,0.106490472,0.054305692,-0.346289023,0.09385387,0.051338917,-0.283843675,-0.004179067,-0.0810178,0.074254612,0.086008773,0.00560187,0.007895935,-0.21254602,-0.177227923,0.201087104,0.442283493,0.403138615,-0.256694484,0.298044794,0.464844171,0.318476604,0.460891693,0.467522138,0.478929834,0.38394706
Otu176940,-0.57307408,0.113100309,-0.191994737,0.094165965,0.000435424,-0.146112467,-0.408684094,-0.481010129,0.160204142,0.050966366,-0.376327884,0.118122625,0.069528388,-0.330372392,0.007775777,-0.010219064,0.025306471,0.051627281,-0.037926566,0.02121506,-0.215162855,-0.218396254,0.184751007,0.468498081,0.421144831,-0.263043577,0.318292989,0.406684864,0.332441527,0.482831009,0.470917382,0.494256486,0.447178026
Otu176952,-0.515371075,0.101694731,-0.162567588,0.096928308,0.050713972,-0.173836851,-0.36839608,-0.445559103,0.129926745,-0.014682125,-0.308164836,0.064200332,0.043750535,-0.26004648,-0.031104072,-0.036029123,0.067592429,0.064020975,0.027103681,-0.022434679,-0.209278847,-0.2119888,0.213149587,0.429358636,0.381578222,-0.227156754,0.175868099,0.417552033,0.296209163,0.400113016,0.461297444,0.46047098,0.403335457
Otu176955,-0.538835335,0.130870639,-0.211136587,0.149241128,0.038637834,-0.140050561,-0.381072962,-0.441757107,0.162444723,0.091358772,-0.373495316,0.116617059,0.030744404,-0.323244564,0.027274093,-0.032022662,0.016658675,0.051657904,-0.025971943,0.063414971,-0.222017812,-0.185112892,0.139641721,0.447992331,0.381317066,-0.259310821,0.3063895,0.396394361,0.285443724,0.473850119,0.433206357,0.438858223,0.394228656
Otu176969,-0.51623011,0.09910792,-0.172451062,0.072846465,0.063629982,-0.139494739,-0.329529741,-0.466934474,0.139387475,-0.007820236,-0.299361619,0.050789826,0.038175295,-0.233140889,-0.10073693,-0.009928749,0.069708879,0.06628258,0.081105395,-0.025016938,-0.188728147,-0.220950256,0.210878585,0.410712201,0.392708704,-0.183269526,0.15609525,0.41089305,0.322140685,0.421428857,0.477881899,0.432794389,0.413987159
Otu176978,-0.529970247,0.11926887,-0.254415426,0.117358871,0.059819856,-0.184838073,-0.438050991,-0.423987398,0.152607593,-0.064022113,-0.267230166,0.134939083,0.083801067,-0.288670078,-0.023208395,-0.023483514,0.132204102,0.141601954,0.003220602,-0.035750631,-0.216006573,-0.182153252,0.230735948,0.43738862,0.362080438,-0.309408926,0.190438272,0.453528099,0.273243074,0.38478938,0.418283388,0.475348746,0.356967214
Otu176979,-0.522890042,0.073684625,-0.222672778,0.122554961,0.026911717,-0.226620222,-0.437733353,-0.4014112,0.117478486,-0.045217757,-0.271612871,0.104027246,0.065092758,-0.290473865,-0.011896885,-0.068752827,0.144626009,0.147669507,0.014046034,-0.05337637,-0.189384151,-0.149132809,0.218388815,0.398704534,0.382501492,-0.306892941,0.191676877,0.477194616,0.298926324,0.399528407,0.447192587,0.484993589,0.353869135
Otu176980,-0.545703194,0.140607526,-0.19229771,0.085153893,0.000377332,-0.148739912,-0.375542877,-0.426176993,0.165066328,0.088231619,-0.387494306,0.119359497,0.027837795,-0.327846537,0.004931937,-0.010682573,0.019732567,0.055336742,-0.010474534,0.041816767,-0.223673111,-0.215851188,0.16946512,0.470369866,0.393687646,-0.27070781,0.30363628,0.38813273,0.308271151,0.471237983,0.419486021,0.456807326,0.425270824
